Order_ID,Customer_ID,Date,Customer_Age,Gender,City,Department,Product,Category,Quantity,Unit_Price,Discount_Percent,Payment_Method,Order_Status,Rating,Delivery_Days,Employee_Experience,Gross_Amount,Discount_Amount,Net_Amount
ORD10153,CUST1153,2024-05-23,47.0,Male,Rawalpindi,HR,Mouse,Electronics,7,234547.0,0.26,Card,Completed,2.8,,15,1641829.0,4268.76,1637560.24
ORD10154,CUST1154,2024-05-24,54.0,Female,Gujranwala,HR,Laptop,Accessories,3,229453.0,0.6,Cash,Completed,3.4,1.0,7,688359.0,4130.15,684228.85
ORD10155,CUST1155,2024-05-25,40.0,Female,Peshawar,Marketing,Phone,Electronics,7,221923.5,17.6,Bank Transfer,Completed,3.4,12.0,8,1553464.5,273409.75,1280054.75
ORD10156,CUST1156,2024-05-26,56.0,Male,Faisalabad,HR,Mouse,Electronics,5,156545.65,13.66,Cash,Completed,4.3,6.0,6,782728.25,106920.68,675807.57
ORD10157,CUST1157,2024-05-27,62.0,Male,Peshawar,HR,Phone,Accessories,4,202162.92,15.54,JazzCash,Completed,2.7,6.0,3,808651.68,125664.47,682987.21
ORD10158,CUST1158,2024-05-28,32.0,Male,Islamabad,Finance,Smartwatch,Office,1,17724.72,0.22,Card,Completed,2.1,10.0,8,17724.72,38.99,17685.73
ORD10159,CUST1159,2024-05-28,60.0,Female,Karachi,IT,Keyboard,Electronics,4,84029.87,12.68,Card,Completed,2.1,2.0,3,336119.48,42619.95,293499.53
ORD10160,CUST1160,2024-05-29,46.0,Male,Multan,Finance,Keyboard,Office,2,78768.93,21.54,Bank Transfer,Completed,3.1,1.0,11,157537.86,33933.66,123604.2
ORD10161,CUST1161,2024-05-30,53.0,Female,Karachi,Finance,Mouse,Accessories,6,159093.51,13.28,Card,Completed,2.8,14.0,3,954561.06,126765.71,827795.35
ORD10162,CUST1162,2024-05-31,30.0,Female,Islamabad,Sales,Mouse,Office,6,89311.46,21.97,Card,Completed,2.8,10.0,8,535868.76,117730.37,418138.39
ORD10163,CUST1163,2024-06-01,49.0,Female,Multan,Finance,Mouse,Office,4,37552.44,6.99,Card,Completed,1.4,3.0,13,150209.76,10499.66,139710.1
ORD10164,CUST1164,2024-06-02,24.0,Male,Faisalabad,Marketing,Phone,Office,3,149318.54,24.39,Card,Completed,3.9,10.0,7,447955.62,109256.38,338699.24
ORD10165,CUST1165,2024-06-03,39.0,Male,Gujranwala,Marketing,Smartwatch,Office,3,203688.79,17.65,Card,Completed,1.9,14.0,3,611066.37,107853.21,503213.16
ORD10166,CUST1166,2024-06-04,45.0,Female,Sialkot,Sales,Tablet,Office,5,95839.81,6.32,JazzCash,Completed,1.8,5.0,13,479199.05,30285.38,448913.67
ORD10167,CUST1167,2024-06-05,19.0,Male,Islamabad,Operations,Mouse,Electronics,5,33501.04,7.1,Cash,Completed,2.7,6.0,7,167505.2,11892.87,155612.33
ORD10168,CUST1168,2024-06-06,59.0,Male,Burewala,IT,Printer,Electronics,6,49573.71,18.84,EasyPaisa,Completed,1.9,3.0,14,297442.26,56038.12,241404.14
ORD10169,CUST1169,2024-06-07,62.0,Male,Islamabad,IT,Laptop,Electronics,5,59752.08,24.9,Card,Pending,3.3,9.0,7,298760.4,74391.34,224369.06
ORD10170,CUST1170,2024-06-08,23.0,Female,Islamabad,Finance,Laptop,Accessories,1,75324.45,12.47,EasyPaisa,Pending,,11.0,6,75324.45,9392.96,65931.49
ORD10171,CUST1171,2024-06-09,45.0,Female,Multan,Finance,Phone,Office,5,160877.37,7.75,EasyPaisa,Pending,2.8,5.0,9,804386.85,62339.98,742046.87
ORD10172,CUST1172,2024-06-10,45.0,Male,Lahore,Operations,Mouse,Electronics,1,150435.9,26.01,JazzCash,Completed,3.1,13.0,12,150435.9,39128.38,111307.52
ORD10173,CUST1173,2024-06-11,61.0,Female,Peshawar,Finance,Webcam,Accessories,5,174171.93,20.08,Card,Completed,1.8,2.0,5,870859.65,174868.62,695991.03
ORD10174,CUST1174,2024-06-12,61.0,Male,Lahore,IT,Monitor,Electronics,6,90944.25,13.44,EasyPaisa,Completed,1.6,10.0,7,545665.5,73337.44,472328.06
ORD10175,CUST1175,2024-06-13,37.0,Male,Faisalabad,HR,Tablet,Electronics,6,206087.41,14.64,Card,Completed,4.5,6.0,6,1236524.46,181027.18,1055497.28
ORD10176,CUST1176,2024-06-14,47.0,Male,Burewala,Marketing,Printer,Office,1,51419.87,6.13,Bank Transfer,Completed,2.7,12.0,4,51419.87,3152.04,48267.83
ORD10177,CUST1177,2024-06-14,28.0,Male,Gujranwala,HR,Smartwatch,Accessories,4,117525.67,18.8,Bank Transfer,Completed,2.6,8.0,11,470102.68,88379.3,381723.38
ORD10178,CUST1178,2024-06-15,45.0,Female,Rawalpindi,HR,Webcam,Office,6,200334.21,10.76,Bank Transfer,Pending,1.1,11.0,12,1202005.26,129335.77,1072669.49
ORD10179,CUST1179,2024-06-16,42.0,Female,Faisalabad,IT,Keyboard,Office,4,45449.58,29.87,EasyPaisa,Completed,3.0,6.0,12,181798.32,54303.16,127495.16
ORD10180,CUST1180,2024-06-17,56.0,Female,Rawalpindi,HR,Webcam,Electronics,3,27910.85,14.41,Bank Transfer,Completed,3.2,4.0,3,83732.55,12065.86,71666.69
ORD10181,CUST1181,2024-06-18,50.0,Male,Rawalpindi,Operations,Phone,Office,1,220979.15,14.58,JazzCash,Completed,3.2,6.0,13,220979.15,32218.76,188760.39
ORD10182,CUST1182,2024-06-19,18.0,Male,Gujranwala,Sales,Tablet,Accessories,7,86060.95,16.98,JazzCash,Completed,3.8,8.0,15,602426.65,102292.05,500134.6
ORD10183,CUST1183,2024-06-20,44.0,Male,Karachi,Finance,Headphones,Office,6,171125.6,27.5,EasyPaisa,Completed,1.7,8.0,11,1026753.6,282357.24,744396.36
ORD10184,CUST1184,2024-06-21,30.0,Female,Lahore,Sales,Headphones,Office,2,6824.48,24.02,Card,Cancelled,2.0,13.0,1,13648.96,3278.48,10370.48
ORD10185,CUST1185,2024-06-22,58.0,Male,Islamabad,Marketing,Mouse,Office,3,172666.7,13.53,Cash,Completed,4.2,10.0,10,518000.1,70085.41,447914.69
ORD10186,CUST1186,2024-06-23,20.0,Female,Sialkot,Finance,Mouse,Electronics,4,79367.28,21.56,Card,Pending,4.8,2.0,7,317469.12,68446.34,249022.78
ORD10187,CUST1187,2024-06-24,56.0,Female,Rawalpindi,HR,Phone,Accessories,6,14407.34,17.59,Card,Completed,1.5,8.0,8,86444.04,15205.51,71238.53
ORD10188,CUST1188,2024-06-25,23.0,Female,Burewala,Marketing,Smartwatch,Electronics,1,152648.28,14.77,Card,Cancelled,3.0,6.0,3,152648.28,22546.15,130102.13
ORD10189,CUST1189,2024-06-26,25.0,Female,Faisalabad,Finance,Mouse,Electronics,7,60580.55,5.77,Card,Completed,1.9,2.0,3,424063.85,24468.48,399595.37
ORD10190,CUST1190,2024-06-27,44.0,Female,Karachi,Operations,Monitor,Electronics,5,97008.41,13.92,Cash,Completed,1.2,1.0,4,485042.05,67517.85,417524.2
ORD10191,CUST1191,2024-06-28,26.0,Female,Rawalpindi,Operations,Tablet,Electronics,7,20604.91,7.37,Bank Transfer,Completed,2.3,6.0,1,144234.37,10630.07,133604.3
ORD10192,CUST1192,2024-06-29,54.0,Male,Karachi,Operations,Phone,Electronics,2,37217.23,27.45,Card,Pending,1.6,13.0,6,74434.46,20432.26,54002.2
ORD10193,CUST1193,2024-06-30,50.0,Male,Karachi,Operations,Laptop,Accessories,4,74845.32,10.06,JazzCash,Returned,3.8,7.0,14,299381.28,30117.76,269263.52
ORD10194,CUST1194,2024-06-30,59.0,Female,Rawalpindi,HR,Keyboard,Office,3,22895.0,28.57,EasyPaisa,Completed,3.1,14.0,4,68685.0,19623.3,49061.7
ORD10195,CUST1195,2024-07-01,61.0,Female,Multan,Sales,Phone,Electronics,7,227751.15,15.99,EasyPaisa,Completed,1.6,14.0,5,1594258.05,254921.86,1339336.19
ORD10196,CUST1196,2024-07-02,41.0,Male,Peshawar,Finance,Phone,Electronics,1,2008.74,18.95,JazzCash,Returned,1.0,10.0,15,2008.74,380.66,1628.08
ORD10197,CUST1197,2024-07-03,32.0,Female,Burewala,HR,Headphones,Accessories,2,121223.12,16.29,Card,Completed,4.2,5.0,3,242446.24,39494.49,202951.75
ORD10198,CUST1198,2024-07-04,49.0,Female,Islamabad,Operations,Printer,Accessories,1,31250.24,3.88,Cash,Completed,1.7,14.0,7,31250.24,1212.51,30037.73
ORD10199,CUST1199,2024-07-05,49.0,Male,Islamabad,Sales,Smartwatch,Office,6,77265.93,11.27,Bank Transfer,Completed,3.4,10.0,7,463595.58,52247.22,411348.36
ORD10200,CUST1200,2024-07-06,41.0,Female,Burewala,Marketing,Printer,Accessories,5,231551.86,2.97,EasyPaisa,Completed,2.3,8.0,11,1157759.3,34385.45,1123373.85
ORD10201,CUST1201,2024-07-07,58.0,Female,Multan,Marketing,Monitor,Office,3,40842.79,18.69,Bank Transfer,Pending,3.3,11.0,4,122528.37,22900.55,99627.82
ORD10202,CUST1202,2024-07-08,29.0,Female,Islamabad,Marketing,Laptop,Electronics,1,241475.16,13.41,Cash,Pending,2.3,13.0,15,241475.16,32381.82,209093.34
ORD10203,CUST1203,2024-07-09,56.0,Male,Karachi,Operations,Headphones,Electronics,4,51845.7,23.34,EasyPaisa,Completed,1.3,12.0,11,207382.8,48403.15,158979.65
ORD10204,CUST1204,2024-07-10,19.0,Male,Gujranwala,Marketing,Laptop,Office,6,185520.74,6.61,Bank Transfer,Completed,1.9,9.0,5,1113124.44,73577.53,1039546.91
ORD10205,CUST1205,2024-07-11,20.0,Male,Faisalabad,IT,Monitor,Accessories,6,136895.98,4.94,Cash,Pending,1.8,4.0,15,821375.88,40575.97,780799.91
ORD10206,CUST1206,2024-07-12,54.0,Female,Lahore,Finance,Printer,Office,3,221177.44,12.19,Bank Transfer,Completed,2.7,7.0,2,663532.32,80884.59,582647.73
ORD10207,CUST1207,2024-07-13,34.0,Female,Islamabad,Finance,Phone,Accessories,6,138721.32,27.8,Card,Cancelled,3.6,8.0,0,832327.92,231387.16,600940.76
ORD10208,CUST1208,2024-07-14,19.0,Male,Burewala,Operations,Mouse,Electronics,4,133872.53,21.31,Cash,Completed,2.1,13.0,8,535490.12,114112.94,421377.18
ORD10209,CUST1209,2024-07-15,,Female,Gujranwala,IT,Mouse,Accessories,1,49266.77,12.57,Bank Transfer,Completed,1.0,6.0,8,49266.77,6192.83,43073.94
ORD10210,CUST1210,2024-07-16,45.0,Female,Rawalpindi,HR,Webcam,Office,3,41974.23,15.52,Card,Returned,3.1,2.0,2,125922.69,19543.2,106379.49
ORD10211,CUST1211,2024-07-17,40.0,Female,Peshawar,HR,Keyboard,Office,6,229164.04,2.53,Card,Completed,3.4,7.0,3,1374984.24,34787.1,1340197.14
ORD10212,CUST1212,2024-07-17,54.0,Female,Burewala,Marketing,Smartwatch,Electronics,6,82295.63,29.54,Cash,Completed,4.9,13.0,12,493773.78,145860.77,347913.01
ORD10213,CUST1213,2024-07-18,49.0,Female,Karachi,Sales,Monitor,Accessories,4,93334.52,19.99,JazzCash,Completed,3.4,9.0,6,373338.08,74630.28,298707.8
ORD10214,CUST1214,2024-07-19,50.0,Male,Peshawar,HR,Keyboard,Accessories,5,190076.0,8.56,EasyPaisa,Completed,2.9,5.0,1,950380.0,81352.53,869027.47
ORD10215,CUST1215,2024-07-20,18.0,Female,Faisalabad,Sales,Smartwatch,Accessories,5,85036.46,17.57,Cash,Completed,3.3,2.0,11,425182.3,74704.53,350477.77
ORD10216,CUST1216,2024-07-21,36.0,Male,Faisalabad,Finance,Keyboard,Electronics,7,238039.58,3.28,Card,Returned,4.7,4.0,2,1666277.06,54653.89,1611623.17
ORD10217,CUST1217,2024-07-22,19.0,Female,Multan,Sales,Printer,Accessories,6,184612.98,28.98,Card,Pending,4.3,3.0,15,1107677.88,321005.05,786672.83
ORD10218,CUST1218,2024-07-23,61.0,Male,Sialkot,Finance,Smartwatch,Office,1,149558.6,5.24,Cash,Completed,2.3,4.0,5,149558.6,7836.87,141721.73
ORD10219,CUST1219,2024-07-24,43.0,Female,Multan,IT,Printer,Accessories,3,220283.34,19.44,JazzCash,Completed,1.9,10.0,10,660850.02,128469.24,532380.78
ORD10220,CUST1220,2024-07-25,49.0,Male,Gujranwala,IT,Phone,Electronics,6,12876.67,7.36,EasyPaisa,Completed,2.1,7.0,7,77260.02,5686.34,71573.68
ORD10221,CUST1221,2024-07-26,23.0,Female,Peshawar,Operations,Headphones,Accessories,2,64637.14,21.53,Bank Transfer,Completed,3.0,10.0,14,129274.28,27832.75,101441.53
ORD10222,CUST1222,2024-07-27,49.0,Male,Sialkot,Operations,Printer,Accessories,3,116526.57,23.3,Cash,Completed,4.0,8.0,0,349579.71,81452.07,268127.64
ORD10223,CUST1223,2024-07-28,21.0,Female,Rawalpindi,Marketing,Mouse,Office,7,57131.15,20.2,EasyPaisa,Pending,3.0,1.0,3,399918.05,80783.45,319134.6
ORD10224,CUST1224,2024-07-29,28.0,Male,Karachi,HR,Keyboard,Accessories,5,186104.34,18.43,EasyPaisa,Completed,,13.0,14,930521.7,171495.15,759026.55
ORD10225,CUST1225,2024-07-30,34.0,Female,Peshawar,Marketing,Webcam,Office,6,229842.4,26.77,Card,Cancelled,3.9,8.0,0,1379054.4,369172.86,1009881.54
ORD10226,CUST1226,2024-07-31,55.0,Male,Multan,Finance,Tablet,Office,4,106230.64,2.36,Bank Transfer,Completed,4.2,5.0,1,424922.56,10028.17,414894.39
ORD10227,CUST1227,2024-08-01,41.0,Male,Lahore,Marketing,Smartwatch,Electronics,2,85862.08,9.93,Cash,Completed,2.2,12.0,15,171724.16,17052.21,154671.95
ORD10228,CUST1228,2024-08-02,22.0,Female,Sialkot,Sales,Monitor,Office,6,240406.91,7.45,Card,Completed,3.7,7.0,7,1442441.46,107461.89,1334979.57
ORD10229,CUST1229,2024-08-02,51.0,Female,Sialkot,Finance,Webcam,Office,7,111490.68,29.64,Card,Completed,2.7,11.0,5,780434.76,231320.86,549113.9
ORD10230,CUST1230,2024-08-03,23.0,Male,Karachi,Operations,Mouse,Electronics,1,122517.58,11.68,JazzCash,Completed,4.6,11.0,8,122517.58,14310.05,108207.53
ORD10231,CUST1231,2024-08-04,39.0,Female,Islamabad,IT,Printer,Office,2,88236.64,21.98,EasyPaisa,Returned,4.4,1.0,1,176473.28,38788.83,137684.45
ORD10232,CUST1232,2024-08-05,28.0,Male,Faisalabad,Operations,Headphones,Electronics,7,227432.34,20.54,Cash,Completed,3.1,2.0,15,1592026.38,327002.22,1265024.16
ORD10233,CUST1233,2024-08-06,65.0,Male,Faisalabad,HR,Phone,Accessories,6,142454.39,6.36,Cash,Returned,3.8,1.0,2,854726.34,54360.6,800365.74
ORD10234,CUST1234,2024-08-07,33.0,Male,Lahore,Finance,Tablet,Electronics,1,190662.56,7.17,Cash,Completed,4.5,5.0,8,190662.56,13670.51,176992.05
ORD10235,CUST1235,2024-08-08,50.0,Female,Gujranwala,Finance,Laptop,Office,2,203045.78,8.44,Card,Returned,3.0,14.0,8,406091.56,34274.13,371817.43
ORD10236,CUST1236,2024-08-09,26.0,Male,Gujranwala,Sales,Webcam,Electronics,1,85791.34,12.33,JazzCash,Completed,2.3,14.0,12,85791.34,10578.07,75213.27
ORD10237,CUST1237,2024-08-10,23.0,Male,Rawalpindi,HR,Headphones,Office,1,108706.74,7.03,Bank Transfer,Returned,4.0,6.0,5,108706.74,7642.08,101064.66
ORD10238,CUST1238,2024-08-11,33.0,Female,Peshawar,IT,Laptop,Accessories,2,212193.71,0.59,Card,Completed,1.9,10.0,13,424387.42,2503.89,421883.53
ORD10239,CUST1239,2024-08-12,46.0,Female,Burewala,Finance,Tablet,Electronics,2,91132.21,26.38,Bank Transfer,Pending,2.6,9.0,14,182264.42,48081.35,134183.07
ORD10240,CUST1240,2024-08-13,20.0,Female,Islamabad,Finance,Monitor,Accessories,1,198586.82,28.97,JazzCash,Cancelled,4.5,8.0,2,198586.82,57530.6,141056.22
ORD10241,CUST1241,2024-08-14,37.0,Female,Multan,Sales,Monitor,Office,7,235277.58,10.25,EasyPaisa,Completed,3.9,7.0,4,1646943.06,168811.66,1478131.4
ORD10242,CUST1242,2024-08-15,53.0,Male,Burewala,Marketing,Keyboard,Office,5,155990.99,10.16,Cash,Completed,2.6,12.0,14,779954.95,79243.42,700711.53
ORD10243,CUST1243,2024-08-16,36.0,Male,Burewala,IT,Tablet,Accessories,2,185536.01,0.21,Bank Transfer,Completed,1.9,5.0,1,371072.02,779.25,370292.77
ORD10244,CUST1244,2024-08-17,43.0,Male,Sialkot,Operations,Tablet,Electronics,6,201371.78,20.41,Card,Returned,2.4,14.0,6,1208230.68,246599.88,961630.8
ORD10245,CUST1245,2024-08-18,20.0,Male,Lahore,HR,Laptop,Electronics,3,211337.39,24.76,Bank Transfer,Completed,2.1,3.0,9,634012.17,156981.41,477030.76
ORD10246,CUST1246,2024-08-19,36.0,Female,Faisalabad,Finance,Headphones,Office,4,99065.81,4.4,EasyPaisa,Completed,1.7,9.0,10,396263.24,17435.58,378827.66
ORD10247,CUST1247,2024-08-19,37.0,Male,Rawalpindi,Finance,Smartwatch,Accessories,1,13290.23,4.79,Cash,Completed,4.0,13.0,7,13290.23,636.6,12653.63
ORD10248,CUST1248,2024-08-20,49.0,Male,Gujranwala,Operations,Laptop,Accessories,1,100768.13,23.7,Bank Transfer,Completed,2.0,5.0,5,100768.13,23882.05,76886.08
ORD10249,CUST1249,2024-08-21,24.0,Female,Lahore,IT,Phone,Electronics,4,168602.18,18.49,EasyPaisa,Pending,2.8,3.0,7,674408.72,124698.17,549710.55
ORD10250,CUST1250,2024-08-22,58.0,Male,Sialkot,Marketing,Monitor,Electronics,5,112862.42,1.35,Card,Completed,2.5,3.0,1,564312.1,7618.21,556693.89
ORD10251,CUST1251,2024-08-23,50.0,Male,Multan,Finance,Monitor,Electronics,4,187366.31,18.68,JazzCash,Completed,4.9,3.0,2,749465.24,140000.11,609465.13
ORD10252,CUST1252,2024-08-24,57.0,Male,Rawalpindi,IT,Keyboard,Accessories,2,89567.12,9.27,Card,Cancelled,2.6,14.0,15,179134.24,16605.74,162528.5
ORD10253,CUST1253,2024-08-25,56.0,Male,Sialkot,Operations,Phone,Electronics,4,158868.66,11.06,Cash,Completed,1.3,6.0,6,635474.64,70283.5,565191.14
ORD10254,CUST1254,2024-08-26,35.0,Male,Faisalabad,Sales,Monitor,Electronics,1,47011.74,23.09,Card,Completed,1.4,1.0,9,47011.74,10855.01,36156.73
ORD10255,CUST1255,2024-08-27,57.0,Male,Faisalabad,Marketing,Laptop,Office,4,187467.67,24.33,Card,Completed,3.4,11.0,11,749870.68,182443.54,567427.14
ORD10256,CUST1256,2024-08-28,18.0,Female,Faisalabad,HR,Phone,Electronics,3,136651.14,12.01,Card,Completed,3.4,4.0,0,409953.42,49235.41,360718.01
ORD10257,CUST1257,2024-08-29,28.0,Female,Lahore,Finance,Laptop,Electronics,6,51414.06,28.41,Card,Completed,2.7,13.0,6,308484.36,87640.41,220843.95
ORD10258,CUST1258,2024-08-30,45.0,Male,Lahore,IT,Smartwatch,Accessories,2,73331.84,12.19,Cash,Pending,2.7,8.0,5,146663.68,17878.3,128785.38
ORD10259,CUST1259,2024-08-31,42.0,Male,Gujranwala,Sales,Smartwatch,Accessories,4,187277.87,23.16,EasyPaisa,Completed,1.2,3.0,7,749111.48,173494.22,575617.26
ORD10260,CUST1260,2024-09-01,40.0,Female,Gujranwala,HR,Monitor,Office,1,120909.01,14.52,Bank Transfer,Completed,3.1,5.0,6,120909.01,17555.99,103353.02
ORD10261,CUST1261,2024-09-02,48.0,Male,Multan,IT,Monitor,Electronics,7,54399.84,26.93,JazzCash,Completed,3.0,2.0,3,380798.88,102549.14,278249.74
ORD10262,CUST1262,2024-09-03,47.0,Male,Rawalpindi,IT,Headphones,Office,6,241834.16,27.23,Bank Transfer,Completed,1.6,2.0,2,1451004.96,395108.65,1055896.31
ORD10263,CUST1263,2024-09-04,59.0,Male,Karachi,HR,Smartwatch,Accessories,2,178923.69,2.62,Bank Transfer,Pending,1.4,11.0,2,357847.38,9375.6,348471.78
ORD10264,CUST1264,2024-09-04,52.0,Female,Karachi,Sales,Webcam,Office,1,239305.14,28.09,JazzCash,Completed,1.5,13.0,14,239305.14,67220.81,172084.33
ORD10265,CUST1265,2024-09-05,24.0,Male,Sialkot,Operations,Webcam,Accessories,5,107062.71,24.77,Cash,Completed,1.4,7.0,3,535313.55,132597.17,402716.38
ORD10266,CUST1266,2024-09-06,33.0,Female,Faisalabad,Sales,Keyboard,Office,3,119037.54,23.74,JazzCash,Completed,3.4,10.0,15,357112.62,84778.54,272334.08
ORD10267,CUST1267,2024-09-07,43.0,Male,Rawalpindi,Marketing,Smartwatch,Office,5,224539.83,6.03,Cash,Completed,1.8,3.0,14,1122699.15,67698.76,1055000.39
ORD10268,CUST1268,2024-09-08,65.0,Female,Burewala,Finance,Laptop,Electronics,3,131499.81,24.15,Bank Transfer,Completed,2.0,5.0,8,394499.43,95271.61,299227.82
ORD10269,CUST1269,2024-09-09,19.0,Female,Lahore,HR,Laptop,Office,4,176966.09,25.5,Cash,Completed,1.7,3.0,8,707864.36,180505.41,527358.95
ORD10270,CUST1270,2024-09-10,18.0,Male,Peshawar,Operations,Mouse,Electronics,2,63417.13,8.67,EasyPaisa,Completed,4.8,6.0,12,126834.26,10996.53,115837.73
ORD10271,CUST1271,2024-09-11,65.0,Female,Islamabad,HR,Phone,Electronics,4,111958.25,28.57,JazzCash,Pending,4.4,13.0,1,447833.0,127945.89,319887.11
ORD10272,CUST1272,2024-09-12,29.0,Male,Multan,HR,Printer,Electronics,3,31300.74,1.5,EasyPaisa,Completed,1.9,10.0,4,93902.22,1408.53,92493.69
ORD10273,CUST1273,2024-09-13,22.0,Female,Faisalabad,Sales,Webcam,Electronics,3,51892.02,4.5,Bank Transfer,Cancelled,2.3,3.0,15,155676.06,7005.42,148670.64
ORD10274,CUST1274,2024-09-14,54.0,Male,Faisalabad,Finance,Monitor,Office,3,735.38,16.13,JazzCash,Cancelled,1.8,8.0,0,2206.14,355.85,1850.29
ORD10275,CUST1275,2024-09-15,49.0,Male,Faisalabad,Marketing,Keyboard,Accessories,6,10296.63,,Bank Transfer,Completed,3.0,2.0,3,61779.78,10669.37,51110.41
ORD10276,CUST1276,2024-09-16,26.0,Female,Lahore,IT,Printer,Accessories,1,244332.31,19.35,EasyPaisa,Completed,1.1,3.0,1,244332.31,47278.3,197054.01
ORD10277,CUST1277,2024-09-17,58.0,Male,Lahore,IT,Tablet,Accessories,2,60967.25,0.51,Bank Transfer,Completed,3.7,8.0,7,121934.5,621.87,121312.63
ORD10278,CUST1278,2024-09-18,52.0,Male,Islamabad,HR,Keyboard,Office,4,165996.02,28.81,JazzCash,Completed,3.1,8.0,3,663984.08,191293.81,472690.27
ORD10279,CUST1279,2024-09-19,36.0,Female,Burewala,Finance,Tablet,Electronics,4,209855.37,1.34,JazzCash,Completed,4.6,1.0,15,839421.48,11248.25,828173.23
ORD10280,CUST1280,2024-09-20,65.0,Male,Rawalpindi,Operations,Smartwatch,Accessories,5,137889.78,4.29,Bank Transfer,Completed,1.7,8.0,4,689448.9,29577.36,659871.54
ORD10281,CUST1281,2024-09-21,33.0,Male,Faisalabad,Sales,Tablet,Office,3,38709.55,0.42,JazzCash,Completed,4.2,10.0,10,116128.65,487.74,115640.91
ORD10282,CUST1282,2024-09-21,20.0,Female,Karachi,Finance,Tablet,Electronics,7,182165.05,17.01,JazzCash,Completed,4.2,2.0,3,1275155.35,216903.93,1058251.42
ORD10283,CUST1283,2024-09-22,37.0,Female,Gujranwala,Finance,Headphones,Accessories,3,150262.73,27.97,Bank Transfer,Completed,1.5,12.0,4,450788.19,126085.46,324702.73
ORD10284,CUST1284,2024-09-23,41.0,Male,Karachi,Sales,Headphones,Electronics,3,182947.02,19.98,EasyPaisa,Completed,2.6,7.0,4,548841.06,109658.44,439182.62
ORD10285,CUST1285,2024-09-24,50.0,Male,Sialkot,HR,Headphones,Accessories,7,192551.78,24.68,JazzCash,Completed,1.7,6.0,4,1347862.46,332652.46,1015210.0
ORD10286,CUST1286,2024-09-25,41.0,Female,Karachi,Finance,Smartwatch,Accessories,4,243864.89,0.4,JazzCash,Completed,2.0,2.0,10,975459.56,3901.84,971557.72
ORD10287,CUST1287,2024-09-26,28.0,Female,Sialkot,IT,Printer,Accessories,5,143604.04,16.26,JazzCash,Completed,2.1,5.0,2,718020.2,116750.08,601270.12
ORD10288,CUST1288,2024-09-27,25.0,Male,Peshawar,Sales,Keyboard,Electronics,1,85739.46,13.79,JazzCash,Completed,3.2,7.0,6,85739.46,11823.47,73915.99
ORD10289,CUST1289,2024-09-28,53.0,Female,Gujranwala,Operations,Keyboard,Office,7,162291.91,14.97,Bank Transfer,Completed,2.6,8.0,2,1136043.37,170065.69,965977.68
ORD10290,CUST1290,2024-09-29,55.0,Male,Karachi,Marketing,Monitor,Electronics,6,17575.96,2.17,EasyPaisa,Completed,4.8,3.0,1,105455.76,2288.39,103167.37
ORD10291,CUST1291,2024-09-30,57.0,Male,Peshawar,HR,Headphones,Accessories,2,224400.63,20.53,EasyPaisa,Completed,1.5,1.0,2,448801.26,92138.9,356662.36
ORD10292,CUST1292,2024-10-01,37.0,Male,Multan,Sales,Smartwatch,Electronics,7,30285.56,15.1,Cash,Completed,4.9,13.0,10,211998.92,32011.84,179987.08
ORD10293,CUST1293,2024-10-02,52.0,Male,Rawalpindi,Marketing,Monitor,Office,1,82296.79,22.95,JazzCash,Pending,1.9,7.0,2,82296.79,18887.11,63409.68
ORD10294,CUST1294,2024-10-03,65.0,Male,Peshawar,Marketing,Phone,Electronics,4,204028.47,14.56,JazzCash,Cancelled,4.1,13.0,7,816113.88,118826.18,697287.7
ORD10295,CUST1295,2024-10-04,42.0,Female,Rawalpindi,Operations,Monitor,Office,6,149529.44,4.48,Cash,Completed,2.4,5.0,3,897176.64,40193.51,856983.13
ORD10296,CUST1296,2024-10-05,52.0,Female,Karachi,Finance,Printer,Office,6,98712.06,19.45,EasyPaisa,Completed,1.6,5.0,2,592272.36,115196.97,477075.39
ORD10297,CUST1297,2024-10-06,42.0,Female,Burewala,Operations,Webcam,Electronics,6,118622.2,5.17,Card,Completed,4.4,7.0,9,711733.2,36796.61,674936.59
ORD10298,CUST1298,2024-10-07,46.0,Female,Peshawar,Finance,Tablet,Accessories,3,213709.57,26.17,Card,Cancelled,2.2,1.0,15,641128.71,167783.38,473345.33
ORD10299,CUST1299,2024-10-07,35.0,Male,Gujranwala,Finance,Headphones,Office,2,85331.09,18.39,EasyPaisa,Completed,3.6,8.0,4,170662.18,31384.77,139277.41
ORD10300,CUST1300,2024-10-08,63.0,Male,Karachi,Sales,Webcam,Electronics,4,217477.6,4.72,JazzCash,Returned,3.3,12.0,3,869910.4,41059.77,828850.63
ORD10301,CUST1301,2024-10-09,35.0,Male,Faisalabad,Sales,Monitor,Office,4,22489.54,28.87,Card,Completed,2.9,14.0,8,89958.16,25970.92,63987.24
ORD10302,CUST1302,2024-10-10,19.0,Male,Lahore,HR,Smartwatch,Accessories,6,194311.21,15.55,Bank Transfer,Completed,3.0,10.0,7,1165867.26,181292.36,984574.9
ORD10303,CUST1303,2024-10-11,52.0,Female,Peshawar,Finance,Tablet,Electronics,4,211963.13,2.19,Bank Transfer,Returned,3.9,5.0,10,847852.52,18567.97,829284.55
ORD10304,CUST1304,2024-10-12,33.0,Male,Gujranwala,Marketing,Keyboard,Electronics,2,45863.5,18.8,Cash,Completed,1.4,8.0,15,91727.0,17244.68,74482.32
